Query	KO_ID	KO_name,KO_definition	Hyperlink	Paths
prkd1	K06070	PKD; protein kinase D [EC:2.7.11.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K06070	ko04015;ko04925;ko05208
prkd2	K06070	PKD; protein kinase D [EC:2.7.11.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K06070	ko04015;ko04925;ko05208
prkd3	K06070	PKD; protein kinase D [EC:2.7.11.13]	http://www.genome.jp/dbget-bin/www_bget?ko:K06070	ko04015;ko04925;ko05208
prkdc	K06642	PRKDC; DNA-dependent protein kinase catalytic subunit [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K06642	ko03450;ko04110
prkg1a	K07376	PRKG1; cGMP-dependent protein kinase 1 [EC:2.7.11.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K07376	ko04022;ko04270;ko04540;ko04611;ko04713;ko04714;ko04730;ko04740;ko04923;ko04970
prkg3	K19477	PRKG2; cGMP-dependent protein kinase 2 [EC:2.7.11.12]	http://www.genome.jp/dbget-bin/www_bget?ko:K19477	ko04022;ko04540;ko04611;ko04713;ko04714;ko04730;ko04740;ko04923;ko04924;ko04970
prkn	K04556	PARK2; parkin [EC:2.3.2.31]	http://www.genome.jp/dbget-bin/www_bget?ko:K04556	ko04120;ko04137;ko04141;ko05012;ko05014;ko05022
prkra	K24540	PRKRA; interferon-inducible double-stranded RNA-dependent protein kinase activator A	http://www.genome.jp/dbget-bin/www_bget?ko:K24540	_
prkrip1	K26159	PRKRIP1; PRKR-interacting protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K26159	_
prkx	K19584	PRKX; protein kinase X [EC:2.7.11.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K19584	_
prlh	K05269	PRH; Prolactin-releasing peptide	http://www.genome.jp/dbget-bin/www_bget?ko:K05269	ko04080
prlh2	K05269	PRH; Prolactin-releasing peptide	http://www.genome.jp/dbget-bin/www_bget?ko:K05269	ko04080
prlh2r	K04314	PRLHR, GPR10; prolactin releasing hormone receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K04314	ko04080
prlhr2a	K04314	PRLHR, GPR10; prolactin releasing hormone receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K04314	ko04080
prlra	K05081	PRLR; prolactin receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K05081	ko04060;ko04080;ko04151;ko04630;ko04917
prlrb	K05081	PRLR; prolactin receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K05081	ko04060;ko04080;ko04151;ko04630;ko04917
prmt1	K11434	PRMT1; type I protein arginine methyltransferase [EC:2.1.1.319]	http://www.genome.jp/dbget-bin/www_bget?ko:K11434	ko04068;ko04922
prmt2	K11435	PRMT2; type I protein arginine methyltransferase [EC:2.1.1.319]	http://www.genome.jp/dbget-bin/www_bget?ko:K11435	_
prmt3	K11436	PRMT3; type I protein arginine methyltransferase [EC:2.1.1.319]	http://www.genome.jp/dbget-bin/www_bget?ko:K11436	_
prmt8b	K11439	PRMT8; type I protein arginine methyltransferase [EC:2.1.1.319]	http://www.genome.jp/dbget-bin/www_bget?ko:K11439	_
prmt9	K19737	PRMT9; type II protein arginine methyltransferase [EC:2.1.1.320]	http://www.genome.jp/dbget-bin/www_bget?ko:K19737	_
proca	K01344	PROC; protein C (activated) [EC:3.4.21.69]	http://www.genome.jp/dbget-bin/www_bget?ko:K01344	ko04610
proca1	K01047	PLA2G, SPLA2; secretory phospholipase A2 [EC:3.1.1.4]	http://www.genome.jp/dbget-bin/www_bget?ko:K01047	ko00564;ko00565;ko00590;ko00591;ko00592;ko01100;ko01110;ko04014;ko04270;ko04972;ko04975
prodh2	K11394	PRODH2; hydroxyproline dehydrogenase [EC:1.5.5.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K11394	ko00330;ko01100
prodha	K00318	PRODH, fadM, putB; proline dehydrogenase [EC:1.5.5.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K00318	ko00330;ko01100;ko01110
prodhb	K00318	PRODH, fadM, putB; proline dehydrogenase [EC:1.5.5.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K00318	ko00330;ko01100;ko01110
prok1	K24191	PROK; prokineticin	http://www.genome.jp/dbget-bin/www_bget?ko:K24191	_
prokr1a	K08380	PROKR2; prokineticin receptor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K08380	_
prokr1b	K08380	PROKR2; prokineticin receptor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K08380	_
prom2	K06532	PROM1, CD133; prominin 1	http://www.genome.jp/dbget-bin/www_bget?ko:K06532	ko05202
pros1	K03908	PROS1; protein S	http://www.genome.jp/dbget-bin/www_bget?ko:K03908	ko04610
prozb	K24467	PROZ; vitamin K-dependent protein Z	http://www.genome.jp/dbget-bin/www_bget?ko:K24467	_
prpf18	K12817	PRPF18, PRP18; pre-mRNA-splicing factor 18	http://www.genome.jp/dbget-bin/www_bget?ko:K12817	ko03040
prpf19	K10599	PRPF19, PRP19; pre-mRNA-processing factor 19 [EC:2.3.2.27]	http://www.genome.jp/dbget-bin/www_bget?ko:K10599	ko03040;ko04120
prpf3	K12843	PRPF3, PRP3; U4/U6 small nuclear ribonucleoprotein PRP3	http://www.genome.jp/dbget-bin/www_bget?ko:K12843	ko03040
prpf31	K12844	PRPF31; U4/U6 small nuclear ribonucleoprotein PRP31	http://www.genome.jp/dbget-bin/www_bget?ko:K12844	ko03040
prpf38a	K12849	PRPF38A; pre-mRNA-splicing factor 38A	http://www.genome.jp/dbget-bin/www_bget?ko:K12849	ko03040
prpf39	K13217	PRPF39, PRP39; pre-mRNA-processing factor 39	http://www.genome.jp/dbget-bin/www_bget?ko:K13217	_
prpf4	K12662	PRPF4, PRP4; U4/U6 small nuclear ribonucleoprotein PRP4	http://www.genome.jp/dbget-bin/www_bget?ko:K12662	ko03040
prpf40a	K12821	PRPF40, PRP40; pre-mRNA-processing factor 40	http://www.genome.jp/dbget-bin/www_bget?ko:K12821	ko03040
prpf4ba	K08827	PRPF4B; serine/threonine-protein kinase PRP4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K08827	_
prpf4bb	K08827	PRPF4B; serine/threonine-protein kinase PRP4 [EC:2.7.11.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K08827	_
prpf6	K12855	PRPF6, PRP6; pre-mRNA-processing factor 6	http://www.genome.jp/dbget-bin/www_bget?ko:K12855	ko03040
prpf8	K12856	PRPF8, PRP8; pre-mRNA-processing factor 8	http://www.genome.jp/dbget-bin/www_bget?ko:K12856	ko03040
prph	K07607	PRPH; peripherin	http://www.genome.jp/dbget-bin/www_bget?ko:K07607	ko05014;ko05022
prph2a	K17343	PRPH2, TSPAN22; peripherin-2	http://www.genome.jp/dbget-bin/www_bget?ko:K17343	_
prph2lb	K17343	PRPH2, TSPAN22; peripherin-2	http://www.genome.jp/dbget-bin/www_bget?ko:K17343	_
prpsap2	K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K00948	ko00030;ko00230;ko01100;ko01110;ko01120;ko01200;ko01230
prr5a	K20411	PRR5, PROTOR; proline-rich protein 5	http://www.genome.jp/dbget-bin/www_bget?ko:K20411	ko04150
prrt2	K23897	PRRT2; proline-rich transmembrane protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K23897	_
prrx1b	K09329	PRRX, PMX; paired mesoderm homeobox protein	http://www.genome.jp/dbget-bin/www_bget?ko:K09329	_
prss12	K09624	PRSS12; neurotrypsin [EC:3.4.21.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K09624	_
prss16	K09649	PRSS16; thymus-specific serine protease [EC:3.4.-.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K09649	_
prtfdc1b	K24196	PRTFDC1; phosphoribosyltransferase domain-containing protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K24196	_
prtga	K22657	IGDCC4, NOPE; immunoglobulin superfamily DCC subclass member 4	http://www.genome.jp/dbget-bin/www_bget?ko:K22657	_
prtgb	K22657	IGDCC4, NOPE; immunoglobulin superfamily DCC subclass member 4	http://www.genome.jp/dbget-bin/www_bget?ko:K22657	_
prune	K01514	PRUNE, PPX1; exopolyphosphatase [EC:3.6.1.11]	http://www.genome.jp/dbget-bin/www_bget?ko:K01514	ko00230;ko01100
prx	K23934	AHNAK; neuroblast differentiation-associated protein AHNAK	http://www.genome.jp/dbget-bin/www_bget?ko:K23934	ko05132
prxl2b	K15717	PRXL2B, FAM213B; prostamide/prostaglandin F2alpha synthase [EC:1.11.1.20]	http://www.genome.jp/dbget-bin/www_bget?ko:K15717	ko00590;ko01100
psap	K12382	PSAP, SGP1; saposin	http://www.genome.jp/dbget-bin/www_bget?ko:K12382	ko00600;ko04142
psd3l	K12494	PSD; PH and SEC7 domain-containing protein	http://www.genome.jp/dbget-bin/www_bget?ko:K12494	ko04144;ko04361
psda	K12494	PSD; PH and SEC7 domain-containing protein	http://www.genome.jp/dbget-bin/www_bget?ko:K12494	ko04144;ko04361
psen1	K04505	PSEN1, PS1; presenilin 1 [EC:3.4.23.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K04505	ko04310;ko04330;ko04361;ko04722;ko05010;ko05022;ko05165
psen2	K04522	PSEN2, PS2; presenilin 2 [EC:3.4.23.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K04522	ko04330;ko04722;ko05010;ko05022
psenen	K06170	PSENEN, PEN2; presenilin enhancer 2	http://www.genome.jp/dbget-bin/www_bget?ko:K06170	ko04330;ko05010
psip1a	K25057	PSIP1, LEDGF; PC4 and SFRS1-interacting protein	http://www.genome.jp/dbget-bin/www_bget?ko:K25057	ko03250
psma1	K02725	PSMA1; 20S proteasome subunit alpha 6 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02725	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psma3	K02727	PSMA3; 20S proteasome subunit alpha 7 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02727	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psma4	K02728	PSMA4; 20S proteasome subunit alpha 3 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02728	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psma5	K02729	PSMA5; 20S proteasome subunit alpha 5 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02729	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psma6b	K02730	PSMA6; 20S proteasome subunit alpha 1 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02730	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psma6l	K02730	PSMA6; 20S proteasome subunit alpha 1 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02730	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psmb10	K02739	PSMB7; 20S proteasome subunit beta 2 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02739	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psmb11b	K11598	PSMB11; 20S proteasome subunit beta 11 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K11598	ko03050
psmb12	K02738	PSMB6; 20S proteasome subunit beta 1 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02738	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psmb13a	K02739	PSMB7; 20S proteasome subunit beta 2 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02739	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psmb3	K02735	PSMB3; 20S proteasome subunit beta 3 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02735	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psmb4	K02736	PSMB4; 20S proteasome subunit beta 7 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02736	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psmb5	K02737	PSMB5; 20S proteasome subunit beta 5 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02737	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psmb8a	K02740	PSMB8, LMP7; 20S proteasome subunit beta 8 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02740	ko03050
psmb9a	K02741	PSMB9, LMP2; 20S proteasome subunit beta 9 [EC:3.4.25.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K02741	ko03050
psmc1a	K03062	PSMC1, RPT2; 26S proteasome regulatory subunit T2	http://www.genome.jp/dbget-bin/www_bget?ko:K03062	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05165;ko05169;ko05203
psmc2	K03061	PSMC2, RPT1; 26S proteasome regulatory subunit T1	http://www.genome.jp/dbget-bin/www_bget?ko:K03061	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05169
psmc3	K03065	PSMC3, RPT5; 26S proteasome regulatory subunit T5	http://www.genome.jp/dbget-bin/www_bget?ko:K03065	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05169
psmc4	K03063	PSMC4, RPT3; 26S proteasome regulatory subunit T3	http://www.genome.jp/dbget-bin/www_bget?ko:K03063	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05169
psmc6	K03064	PSMC6, RPT4; 26S proteasome regulatory subunit T4	http://www.genome.jp/dbget-bin/www_bget?ko:K03064	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05169
psmd11b	K03036	PSMD11, RPN6; 26S proteasome regulatory subunit N6	http://www.genome.jp/dbget-bin/www_bget?ko:K03036	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05169
psmd12	K03035	PSMD12, RPN5; 26S proteasome regulatory subunit N5	http://www.genome.jp/dbget-bin/www_bget?ko:K03035	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05169
psmd13	K03039	PSMD13, RPN9; 26S proteasome regulatory subunit N9	http://www.genome.jp/dbget-bin/www_bget?ko:K03039	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05169
psmd4a	K03029	PSMD4, RPN10; 26S proteasome regulatory subunit N10	http://www.genome.jp/dbget-bin/www_bget?ko:K03029	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05169
psmd4b	K03029	PSMD4, RPN10; 26S proteasome regulatory subunit N10	http://www.genome.jp/dbget-bin/www_bget?ko:K03029	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05169
psmd5	K06692	PSMD5; 26S proteasome non-ATPase regulatory subunit 5	http://www.genome.jp/dbget-bin/www_bget?ko:K06692	_
psmd7	K03038	PSMD7, RPN8; 26S proteasome regulatory subunit N8	http://www.genome.jp/dbget-bin/www_bget?ko:K03038	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05169
psmd8	K03031	PSMD8, RPN12; 26S proteasome regulatory subunit N12	http://www.genome.jp/dbget-bin/www_bget?ko:K03031	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022;ko05169
psmd9	K06693	PSMD9, RPN4; 26S proteasome regulatory subunit N4	http://www.genome.jp/dbget-bin/www_bget?ko:K06693	ko03050;ko05010;ko05012;ko05014;ko05016;ko05017;ko05020;ko05022
psme1	K06696	PSME1; proteasome activator subunit 1 (PA28 alpha)	http://www.genome.jp/dbget-bin/www_bget?ko:K06696	ko03050;ko04612
psme2	K06697	PSME2; proteasome activator subunit 2 (PA28 beta)	http://www.genome.jp/dbget-bin/www_bget?ko:K06697	ko03050;ko04612
psme4a	K06699	PSME4; proteasome activator subunit 4	http://www.genome.jp/dbget-bin/www_bget?ko:K06699	ko03050
psmg1	K11875	PSMG1, DSCR2, PAC1; proteasome assembly chaperone 1	http://www.genome.jp/dbget-bin/www_bget?ko:K11875	_
psmg2	K11876	PSMG2, PAC2; proteasome assembly chaperone 2	http://www.genome.jp/dbget-bin/www_bget?ko:K11876	_
psmg3	K11877	PSMG3, PAC3; proteasome assembly chaperone 3	http://www.genome.jp/dbget-bin/www_bget?ko:K11877	_
pspc1	K24993	PSPC1; paraspeckle component 1	http://www.genome.jp/dbget-bin/www_bget?ko:K24993	_
psph	K01079	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K01079	ko00260;ko00680;ko01100;ko01110;ko01120;ko01200;ko01230
pstpip2	K20124	PSTPIP2; proline-serine-threonine phosphatase interacting protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K20124	_
ptafr	K04279	PTAFR; platelet-activating factor receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K04279	ko04020;ko04080;ko05150
ptar1	K14137	PTAR1; protein prenyltransferase alpha subunit repeat containing protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K14137	_
ptbp1a	K13218	PTBP1, PTB; polypyrimidine tract-binding protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K13218	_
ptbp2a	K14948	PTBP2, NPTB; polypyrimidine tract-binding protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K14948	_
ptbp2b	K14948	PTBP2, NPTB; polypyrimidine tract-binding protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K14948	_
ptcd1	K17710	PTCD1; pentatricopeptide repeat domain-containing protein 1	http://www.genome.jp/dbget-bin/www_bget?ko:K17710	_
ptcd2	K17711	PTCD2; pentatricopeptide repeat domain-containing protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K17711	_
ptcd3	K17659	PTCD3; pentatricopeptide repeat domain-containing protein 3	http://www.genome.jp/dbget-bin/www_bget?ko:K17659	_
ptch1	K06225	PTCH1; patched 1	http://www.genome.jp/dbget-bin/www_bget?ko:K06225	ko04024;ko04340;ko04341;ko04360;ko05200;ko05205;ko05217
ptchd3a	K24682	PTCHD; patched domain-containing protein	http://www.genome.jp/dbget-bin/www_bget?ko:K24682	_
ptchd4	K24682	PTCHD; patched domain-containing protein	http://www.genome.jp/dbget-bin/www_bget?ko:K24682	_
ptdss1a	K08729	PTDSS1; phosphatidylserine synthase 1 [EC:2.7.8.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K08729	ko00564;ko01100
ptdss2	K08730	PTDSS2; phosphatidylserine synthase 2 [EC:2.7.8.29]	http://www.genome.jp/dbget-bin/www_bget?ko:K08730	ko00564;ko01100;ko01110
ptenb	K01110	PTEN; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]	http://www.genome.jp/dbget-bin/www_bget?ko:K01110	ko00562;ko01100;ko01521;ko04068;ko04070;ko04071;ko04115;ko04140;ko04150;ko04151;ko04212;ko04218;ko04361;ko04510;ko04931;ko05165;ko05166;ko05200;ko05206;ko05208;ko05213;ko05214;ko05215;ko05218;ko05222;ko05224;ko05225;ko05230;ko05235;ko05415
ptf1a	K09073	PTF1A; pancreas-specific transcription factor 1a	http://www.genome.jp/dbget-bin/www_bget?ko:K09073	_
ptgdsa	K01830	PTGDS; prostaglandin-H2 D-isomerase [EC:5.3.99.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K01830	ko00590;ko01100
ptger1a	K04258	PTGER1; prostaglandin E receptor 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04258	ko04020;ko04080;ko05163;ko05200
ptger1b	K04258	PTGER1; prostaglandin E receptor 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04258	ko04020;ko04080;ko05163;ko05200
ptger2b	K04259	PTGER2; prostaglandin E receptor 2	http://www.genome.jp/dbget-bin/www_bget?ko:K04259	ko04024;ko04080;ko04750;ko04924;ko05163;ko05200
ptger3	K04260	PTGER3; prostaglandin E receptor 3	http://www.genome.jp/dbget-bin/www_bget?ko:K04260	ko04020;ko04024;ko04080;ko04923;ko05163;ko05200
ptger4c	K04261	PTGER4; prostaglandin E receptor 4	http://www.genome.jp/dbget-bin/www_bget?ko:K04261	ko04080;ko04750;ko04924;ko05163;ko05165;ko05200
ptgesl	K05309	PTGES2; microsomal prostaglandin-E synthase 2 [EC:5.3.99.3]	http://www.genome.jp/dbget-bin/www_bget?ko:K05309	ko00590;ko01100
ptgfr	K04262	PTGFR; prostaglandin F receptor	http://www.genome.jp/dbget-bin/www_bget?ko:K04262	ko04020;ko04072;ko04080
ptgr1.1	K13948	PTGR1, LTB4DH; prostaglandin reductase 1 [EC:1.3.1.74 1.3.1.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K13948	ko00590
ptgr1.2	K13948	PTGR1, LTB4DH; prostaglandin reductase 1 [EC:1.3.1.74 1.3.1.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K13948	ko00590
ptgs1	K00509	PTGS1, COX1; prostaglandin-endoperoxide synthase 1 [EC:1.14.99.1]	http://www.genome.jp/dbget-bin/www_bget?ko:K00509	ko00590;ko01100;ko04611;ko04726;ko04923
pth1b	K05261	PTH; parathyroid hormone	http://www.genome.jp/dbget-bin/www_bget?ko:K05261	ko04080;ko04928;ko04961;ko05323
pth1r	K04585	PTHR1; parathyroid hormone receptor 1	http://www.genome.jp/dbget-bin/www_bget?ko:K04585	ko04080;ko04928;ko04961
pth4	K22608	PTHLH, PTHRP; parathyroid hormone-related hormone	http://www.genome.jp/dbget-bin/www_bget?ko:K22608	ko04928
pthlhb	K22608	PTHLH, PTHRP; parathyroid hormone-related hormone	http://www.genome.jp/dbget-bin/www_bget?ko:K22608	ko04928
ptk2ab	K05725	PTK2, FAK; focal adhesion kinase 1 [EC:2.7.10.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K05725	ko01522;ko04012;ko04062;ko04151;ko04360;ko04370;ko04510;ko04670;ko04810;ko04935;ko05100;ko05131;ko05135;ko05146;ko05163;ko05165;ko05170;ko05200;ko05202;ko05205;ko05208;ko05222;ko05417;ko05418
ptk2bb	K05871	PTK2B, FAK2; focal adhesion kinase 2 [EC:2.7.10.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K05871	ko04020;ko04062;ko04072;ko04650;ko04670;ko04912;ko05135;ko05161;ko05163;ko05170
ptk6a	K08894	PTK6, BRK; protein tyrosine kinase 6 [EC:2.7.10.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K08894	_
ptk6b	K08894	PTK6, BRK; protein tyrosine kinase 6 [EC:2.7.10.2]	http://www.genome.jp/dbget-bin/www_bget?ko:K08894	_
ptmaa	K13784	PTMA; prothymosin alpha	http://www.genome.jp/dbget-bin/www_bget?ko:K13784	_
ptp4a2a	K18041	PTP4A; protein tyrosine phosphatase type IVA [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18041	_
ptpa	K17605	PPP2R4, PTPA; serine/threonine-protein phosphatase 2A activator	http://www.genome.jp/dbget-bin/www_bget?ko:K17605	ko04931;ko05415
ptpdc1a	K18078	PTPDC1; protein tyrosine phosphatase domain-containing protein 1 [EC:3.1.3.-]	http://www.genome.jp/dbget-bin/www_bget?ko:K18078	_
ptpn11a	K07293	PTPN11; tyrosine-protein phosphatase non-receptor type 11 [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K07293	ko04013;ko04014;ko04072;ko04360;ko04625;ko04630;ko04650;ko04670;ko04722;ko04920;ko04931;ko05120;ko05130;ko05168;ko05205;ko05208;ko05211;ko05220;ko05235
ptpn11b	K07293	PTPN11; tyrosine-protein phosphatase non-receptor type 11 [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K07293	ko04013;ko04014;ko04072;ko04360;ko04625;ko04630;ko04650;ko04670;ko04722;ko04920;ko04931;ko05120;ko05130;ko05168;ko05205;ko05208;ko05211;ko05220;ko05235
ptpn12	K18024	PTPN12_18_22; tyrosine-protein phosphatase non-receptor type 12/18/22 [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18024	_
ptpn20	K23955	FRMPD2; FERM and PDZ domain-containing protein 2	http://www.genome.jp/dbget-bin/www_bget?ko:K23955	_
ptpn22	K18024	PTPN12_18_22; tyrosine-protein phosphatase non-receptor type 12/18/22 [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18024	_
ptpn23a	K18040	PTPN23; tyrosine-protein phosphatase non-receptor type 23 [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18040	_
ptpn23b	K18040	PTPN23; tyrosine-protein phosphatase non-receptor type 23 [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18040	_
ptpn2a	K18026	PTPN2, PTPT; tyrosine-protein phosphatase non-receptor type 2 [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18026	ko04630
ptpn3	K18027	PTPN3, PTPH1; tyrosine-protein phosphatase non-receptor type 3 [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18027	_
ptpn5	K18018	PTPN5; tyrosine-protein phosphatase non-receptor type 5 [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18018	ko04010
ptprc	K06478	PTPRC, CD45; receptor-type tyrosine-protein phosphatase C [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K06478	ko04514;ko04660;ko04666;ko05132;ko05340
ptpreb	K18033	PTPRE; receptor-type tyrosine-protein phosphatase epsilon [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18033	_
ptprfa	K05695	PTPRF, LAR; receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K05695	ko04514;ko04520;ko04910;ko04931
ptprfb	K05695	PTPRF, LAR; receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K05695	ko04514;ko04520;ko04910;ko04931
ptprja	K05698	PTPRJ, DEP1, CD148; receptor-type tyrosine-protein phosphatase eta [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K05698	ko04520;ko05208
ptprn2	K07817	PTPRN; receptor-type tyrosine-protein phosphatase N [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K07817	ko04940
ptprna	K07817	PTPRN; receptor-type tyrosine-protein phosphatase N [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K07817	ko04940
ptprnb	K07817	PTPRN; receptor-type tyrosine-protein phosphatase N [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K07817	ko04940
ptpro	K18035	PTPRO; receptor-type tyrosine-protein phosphatase O [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K18035	_
ptprq	K16910	PTPRQ; receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K16910	_
ptprsb	K06778	PTPRS; receptor-type tyrosine-protein phosphatase S [EC:3.1.3.48]	http://www.genome.jp/dbget-bin/www_bget?ko:K06778	ko04514
